ID,Name,PurchasePrice,SellingPrice,Quantity,Type,AdditionalInfo1,AdditionalInfo2
TO303,Scooter Itself,19000.0,27000.0,152,Toy,"Henderson, Reyes and Campbell",Mary Hunt
ST287,Tape Accept,307000.0,373000.0,170,Stationary,Singleton-Yoder,Chad Morrison
BO324,Biography Still,455000.0,777000.0,208,Book,Glenn-Ayala,Nathaniel Jones
TO304,Drone Particularly,132000.0,211000.0,60,Toy,"Galvan, Brown and Baker",David Gibson
ST288,Stapler Voice,355000.0,524000.0,339,Stationary,Walsh-Smith,Jean Watkins
ST289,Marker Month,19000.0,30000.0,343,Stationary,Ryan and Sons,Justin Ayers
BO325,Sci-Fi Better,322000.0,513000.0,440,Book,Jimenez LLC,Jennifer Collins
BO326,Mystery Novel Store,247000.0,374000.0,88,Book,Miller LLC,Sandra Sullivan
ST290,Tape Pass,330000.0,446000.0,437,Stationary,"Reed, Mcdonald and Cook",Kurt Vaughn
TO305,Scooter Wonder,113000.0,155000.0,285,Toy,Flores-Johnson,Brian Wells
BO327,Biography According,263000.0,405000.0,339,Book,"Garza, Mcmillan and Sullivan",Melissa Case
ST291,Pen Hold,111000.0,199000.0,300,Stationary,Ray-Walker,Lauren Turner
TO306,Playset Owner,379000.0,655000.0,298,Toy,Bartlett-Carney,Brandon Lopez
BO328,Mystery Novel Surface,144000.0,243000.0,242,Book,Dixon PLC,Samantha Leonard
BO329,Fantasy Above,418000.0,636000.0,147,Book,Ray Group,John Taylor
TO307,RC Car Place,433000.0,738000.0,43,Toy,"Hutchinson, Ramirez and Turner",Jamie Cook
ST292,Marker Room,133000.0,164000.0,363,Stationary,Johnson Ltd,Timothy Gomez
TO308,Lego Set Wide,160000.0,209000.0,496,Toy,Clark Ltd,Miranda Carrillo
BO330,History Should,206000.0,352000.0,15,Book,"French, Wallace and Elliott",Emily Jackson
TO309,Barbie Doll Election,47000.0,75000.0,12,Toy,Garza LLC,Andre Davis
TO310,Playset Machine,30000.0,42000.0,82,Toy,Carson Ltd,Nicole Harrison
ST293,Stapler Land,46000.0,77000.0,298,Stationary,"Good, Murray and Johnson",James Harrell
BO331,Self-help Number,15000.0,18000.0,247,Book,Bates PLC,Ian Stewart
ST294,Notebook South,496000.0,609000.0,476,Stationary,"Jones, Lopez and Harris",Eric Kelly
ST295,Stapler History,18000.0,28000.0,45,Stationary,Sullivan and Sons,Melinda Owens
TO311,Scooter Reflect,192000.0,344000.0,355,Toy,"Taylor, Cunningham and Harris",Joseph Kline
ST296,Stapler Question,495000.0,654000.0,425,Stationary,Sawyer and Sons,Dwayne Lopez
ST297,Scissors Ago,447000.0,589000.0,181,Stationary,Bryant and Sons,Carol Robles
ST298,Tape Generation,199000.0,313000.0,405,Stationary,Wallace and Sons,Dwayne Nash
ST299,Marker Rather,125000.0,162000.0,232,Stationary,"Ray, Montgomery and Thomas",Rebecca Peterson
TO312,Playset Same,250000.0,350000.0,384,Toy,Martinez Inc,Joshua Leblanc
BO332,Sci-Fi Do,488000.0,622000.0,246,Book,Russell LLC,Natalie Reyes
ST300,Tape Evidence,139000.0,214000.0,181,Stationary,Knight-Frazier,Kimberly Peterson
ST301,Scissors Truth,421000.0,585000.0,139,Stationary,Lane-Nelson,Jessica Garcia
ST302,Marker Long,345000.0,615000.0,185,Stationary,Harris-Palmer,Chelsea Perez
TO313,Drone It,137000.0,169000.0,395,Toy,Norris Inc,Deborah Harper
TO314,Barbie Doll Citizen,177000.0,291000.0,254,Toy,"Brown, Hill and Velez",Adam Thompson
ST303,Tape Position,386000.0,580000.0,430,Stationary,Butler-Jones,Adam Burns
ST304,Pen Tend,25000.0,41000.0,101,Stationary,Smith-Carter,Jennifer Petty
TO315,Scooter Half,149000.0,184000.0,174,Toy,Dawson-Hayes,Tom Smith
TO316,RC Car Enough,320000.0,555000.0,467,Toy,Wallace LLC,Jason Montes
TO317,Lego Set Financial,103000.0,137000.0,337,Toy,Jenkins Inc,Kelly Jackson
BO333,Fantasy Outside,185000.0,284000.0,476,Book,Mcdonald PLC,Robert Watts
BO334,Self-help Wonder,193000.0,263000.0,271,Book,Duffy Ltd,Kathleen Hall
BO335,Self-help Successful,59000.0,97000.0,84,Book,Morse-Ho,Jacob Torres
TO318,Drone Far,108000.0,184000.0,373,Toy,Williams-Oconnor,Jeremy Lopez
BO336,Fantasy Oil,237000.0,426000.0,262,Book,"Hall, Blankenship and Jones",Patrick French
BO337,Self-help Country,243000.0,371000.0,428,Book,Bradshaw-Jefferson,Meghan Dixon
TO319,Drone Reflect,32000.0,47000.0,251,Toy,Baker PLC,Steven Dunn
TO320,RC Car Work,386000.0,528000.0,301,Toy,Tanner and Sons,Mrs. Traci Moore MD
TO321,Scooter Someone,20000.0,30000.0,483,Toy,"Harris, Roman and Benton",Ashley Palmer
ST305,Stapler Hit,75000.0,98000.0,189,Stationary,"Best, Taylor and Jenkins",Darryl Jefferson
BO338,Self-help Significant,344000.0,418000.0,69,Book,Ortiz-Castro,Jennifer Rangel
TO322,Scooter Star,419000.0,547000.0,13,Toy,Walters-Parker,David Richards
BO339,History Range,320000.0,572000.0,378,Book,Lee-Taylor,Danielle Kane
TO323,Lego Set Forget,159000.0,253000.0,420,Toy,Jackson-Hughes,Tara Lopez
BO340,History Central,382000.0,664000.0,44,Book,"Pace, Williams and Williams",Patricia Ray
ST306,Marker Gas,54000.0,75000.0,382,Stationary,Farmer-Reeves,Leslie Castillo
ST307,Stapler Right,229000.0,358000.0,275,Stationary,Roberts-Davis,Kayla Gill
BO341,Biography Agent,208000.0,277000.0,373,Book,Carter-Craig,Brenda Hernandez
ST308,Pen Trip,176000.0,308000.0,271,Stationary,Harris-Berry,Andrew Silva
BO342,Sci-Fi Stock,55000.0,88000.0,495,Book,"Hess, Bailey and Webb",Christy Simpson
ST309,Marker While,213000.0,259000.0,482,Stationary,Diaz LLC,Christy Payne
TO324,RC Car Newspaper,164000.0,256000.0,255,Toy,Holden Inc,Zachary Pena
ST310,Scissors Kitchen,299000.0,452000.0,265,Stationary,Richmond-Bennett,Tammy Johnson
BO343,Mystery Novel Vote,174000.0,257000.0,129,Book,Fowler Inc,Mary Taylor
BO344,Mystery Novel Lose,21000.0,34000.0,170,Book,"Arias, Myers and Morgan",Adam Mendez
TO325,Lego Set Town,226000.0,363000.0,208,Toy,"Cobb, Diaz and Jimenez",Shannon Thomas
ST311,Stapler Teacher,486000.0,788000.0,434,Stationary,"Ortiz, Charles and Hunt",Emily Harrington
BO345,Biography Stay,330000.0,450000.0,84,Book,Robinson PLC,Matthew Morris
BO346,Sci-Fi Oil,388000.0,569000.0,424,Book,Curtis-Lambert,Maria Myers
ST312,Marker Certainly,488000.0,808000.0,42,Stationary,Hayes-Henderson,Dr. Gary Harris
BO347,Sci-Fi Fire,255000.0,441000.0,480,Book,Lee-Dudley,Kristin Mercer
TO326,Drone Much,379000.0,615000.0,234,Toy,Sweeney-Wilson,Christopher Wilkinson
TO327,RC Car Condition,320000.0,398000.0,370,Toy,Stewart-Le,Jessica Dixon
BO348,Sci-Fi Investment,378000.0,497000.0,480,Book,Fry-Wheeler,David Mitchell
BO349,Self-help Admit,168000.0,246000.0,436,Book,Dalton Ltd,Justin Peterson
BO350,Sci-Fi Likely,313000.0,400000.0,137,Book,Shepherd Inc,Tyler Mitchell
TO328,Playset Also,416000.0,573000.0,374,Toy,Brown and Sons,Curtis Frazier
BO351,Mystery Novel Type,376000.0,494000.0,277,Book,"Miller, Brown and Benton",Debra Benitez
ST313,Scissors Shoulder,83000.0,125000.0,289,Stationary,"Blevins, Valdez and Stephens",Donald James
ST314,Notebook Figure,492000.0,595000.0,155,Stationary,White and Sons,Jerome Macdonald
TO329,Barbie Doll Party,309000.0,479000.0,20,Toy,Allen-Tapia,Christopher Sampson
ST315,Stapler New,246000.0,350000.0,52,Stationary,Flores-Montgomery,Jessica Turner
TO330,RC Car Yes,232000.0,290000.0,411,Toy,Schwartz-Franklin,Dean Howard
BO352,History Audience,437000.0,748000.0,289,Book,"West, Williams and Allen",Jeremy Hernandez
ST316,Marker Another,179000.0,302000.0,353,Stationary,Cole-Robles,Darren Perkins
TO331,RC Car Tell,231000.0,395000.0,224,Toy,Sparks-Reyes,Derek Long
TO332,Drone Future,362000.0,462000.0,332,Toy,Chambers-Lee,Laura Smith
BO353,Self-help Wish,452000.0,605000.0,474,Book,"Schwartz, Barry and Green",Christina Jones
TO333,Lego Set Sister,162000.0,209000.0,392,Toy,"Phillips, Kelly and Terry",Amy Gonzalez
BO354,History Behavior,338000.0,511000.0,192,Book,"Wade, Gray and Lee",Evan Peters
ST317,Pen Guy,419000.0,553000.0,167,Stationary,Matthews PLC,Pamela Vasquez
ST318,Stapler She,327000.0,550000.0,216,Stationary,Solis-Murphy,Brenda Wilson DDS
TO334,Playset Small,122000.0,217000.0,27,Toy,Shaffer-Daugherty,Penny Bowman
BO355,Biography Produce,446000.0,595000.0,115,Book,"Christensen, Smith and Moreno",Mathew Thomas
TO335,Scooter Whom,237000.0,410000.0,255,Toy,"Villarreal, Conner and Byrd",James Mcclure
BO356,Biography Month,95000.0,166000.0,82,Book,Porter Inc,Paul Williams
BO357,Sci-Fi If,157000.0,281000.0,158,Book,Barber-Brooks,Nicole Garner
BO358,Self-help Almost,354000.0,620000.0,351,Book,Hill Group,Joshua Lowery
ST319,Notebook Teacher,285000.0,492000.0,237,Stationary,Johnson-Carter,Levi Hahn
BO359,Fantasy Lose,408000.0,516000.0,36,Book,Matthews-Ritter,Laurie Nielsen
ST320,Marker Glass,371000.0,629000.0,155,Stationary,"Collins, Huffman and Hensley",Michelle Wood
TO336,Lego Set Ask,207000.0,287000.0,340,Toy,"Bowen, Mcdaniel and Cunningham",Nathan Gibson
TO337,Lego Set Consumer,162000.0,264000.0,479,Toy,Barnes Group,Joshua Allen
TO338,Drone Put,489000.0,732000.0,370,Toy,Ochoa LLC,George White
ST321,Marker Floor,200000.0,355000.0,276,Stationary,Warren-Wilcox,Jeffrey Rios
